h_cty,36001,36003,36005,36007,36009,36011,36013,36015,36017,36019,36021,36023,36025,36027,36029,36031,36033,36035,36037,36039,36041,36043,36045,36047,36049,36051,36053,36055,36057,36059,36061,36063,36065,36067,36069,36071,36073,36075,36077,36079,36081,36083,36085,36087,36089,36091,36093,36095,36097,36099,36101,36103,36105,36107,36109,36111,36113,36115,36117,36119,36121,36123
36105,580.0,23.0,238.0,179.0,9.0,22.0,10.0,49.0,31.0,19.0,57.0,28.0,275.0,868.0,106.0,27.0,40.0,34.0,19.0,71.0,0.0,25.0,28.0,452.0,19.0,24.0,25.0,160.0,23.0,345.0,1451.0,13.0,99.0,229.0,26.0,5169.0,3.0,32.0,65.0,59.0,427.0,66.0,82.0,547.0,14.0,126.0,58.0,32.0,4.0,7.0,36.0,422.0,13897.0,6.0,43.0,1197.0,22.0,7.0,9.0,730.0,9.0,2.0
36107,260.0,13.0,25.0,6076.0,15.0,84.0,18.0,910.0,165.0,9.0,12.0,269.0,71.0,54.0,235.0,17.0,18.0,16.0,18.0,18.0,1.0,28.0,54.0,64.0,2.0,42.0,52.0,392.0,35.0,126.0,274.0,33.0,219.0,664.0,91.0,87.0,16.0,47.0,120.0,9.0,59.0,20.0,22.0,30.0,27.0,51.0,34.0,24.0,62.0,44.0,130.0,138.0,30.0,6168.0,2751.0,37.0,13.0,7.0,27.0,142.0,22.0,13.0
36109,543.0,36.0,73.0,647.0,34.0,652.0,45.0,810.0,48.0,23.0,26.0,1324.0,35.0,164.0,506.0,21.0,16.0,44.0,50.0,37.0,0.0,16.0,73.0,161.0,10.0,71.0,87.0,802.0,66.0,233.0,682.0,63.0,311.0,1507.0,435.0,160.0,21.0,130.0,89.0,19.0,109.0,83.0,39.0,79.0,51.0,96.0,69.0,30.0,255.0,399.0,403.0,286.0,57.0,317.0,26624.0,73.0,36.0,9.0,190.0,300.0,35.0,80.0
36111,1542.0,16.0,858.0,282.0,11.0,24.0,13.0,80.0,32.0,45.0,682.0,45.0,207.0,10695.0,223.0,32.0,26.0,40.0,13.0,848.0,0.0,28.0,40.0,1200.0,7.0,9.0,27.0,238.0,67.0,1241.0,4494.0,30.0,180.0,430.0,40.0,8023.0,8.0,45.0,86.0,321.0,1151.0,230.0,235.0,972.0,27.0,295.0,210.0,40.0,2.0,33.0,34.0,1413.0,1234.0,12.0,58.0,33809.0,102.0,39.0,28.0,2118.0,4.0,1.0
36113,2117.0,20.0,45.0,127.0,2.0,37.0,18.0,35.0,17.0,61.0,82.0,11.0,28.0,116.0,153.0,395.0,38.0,181.0,13.0,65.0,63.0,52.0,64.0,81.0,6.0,12.0,25.0,232.0,277.0,132.0,415.0,16.0,260.0,282.0,39.0,113.0,6.0,28.0,61.0,10.0,88.0,427.0,21.0,53.0,73.0,4698.0,615.0,45.0,5.0,24.0,23.0,210.0,21.0,15.0,40.0,88.0,14142.0,1925.0,14.0,104.0,4.0,10.0
36115,2057.0,7.0,43.0,124.0,6.0,37.0,12.0,37.0,18.0,65.0,70.0,19.0,24.0,103.0,156.0,310.0,56.0,167.0,15.0,53.0,12.0,41.0,57.0,67.0,7.0,6.0,20.0,245.0,146.0,126.0,368.0,16.0,183.0,252.0,41.0,122.0,10.0,25.0,52.0,8.0,72.0,716.0,10.0,34.0,65.0,4004.0,473.0,49.0,2.0,19.0,18.0,181.0,20.0,11.0,34.0,89.0,5086.0,7882.0,14.0,125.0,6.0,10.0
36117,214.0,75.0,9.0,145.0,48.0,703.0,114.0,126.0,18.0,27.0,0.0,60.0,8.0,27.0,1272.0,2.0,14.0,16.0,135.0,7.0,0.0,14.0,60.0,34.0,8.0,213.0,33.0,16263.0,9.0,108.0,384.0,176.0,138.0,1128.0,4288.0,58.0,58.0,417.0,25.0,3.0,64.0,5.0,6.0,25.0,30.0,45.0,31.0,8.0,15.0,749.0,151.0,127.0,9.0,12.0,133.0,19.0,17.0,5.0,15251.0,122.0,52.0,164.0
36119,1977.0,16.0,28506.0,338.0,14.0,31.0,39.0,74.0,34.0,17.0,171.0,74.0,61.0,3446.0,604.0,24.0,14.0,25.0,10.0,112.0,10.0,19.0,24.0,11148.0,3.0,23.0,66.0,724.0,44.0,12795.0,95845.0,61.0,286.0,871.0,72.0,2945.0,0.0,54.0,136.0,3609.0,13143.0,379.0,1674.0,7570.0,19.0,442.0,269.0,54.0,9.0,39.0,30.0,8204.0,302.0,17.0,183.0,615.0,144.0,28.0,6.0,190923.0,7.0,2.0
36121,95.0,179.0,7.0,77.0,385.0,37.0,55.0,55.0,5.0,5.0,0.0,28.0,2.0,14.0,3216.0,1.0,8.0,7.0,1710.0,3.0,0.0,2.0,37.0,18.0,6.0,1079.0,9.0,1974.0,3.0,47.0,156.0,119.0,52.0,284.0,234.0,19.0,140.0,33.0,11.0,0.0,39.0,3.0,6.0,12.0,18.0,23.0,11.0,6.0,24.0,37.0,179.0,61.0,2.0,6.0,57.0,11.0,5.0,1.0,93.0,64.0,6354.0,21.0
36123,30.0,59.0,5.0,88.0,44.0,34.0,38.0,144.0,4.0,4.0,1.0,17.0,6.0,11.0,269.0,2.0,0.0,0.0,24.0,0.0,0.0,1.0,11.0,4.0,4.0,117.0,10.0,563.0,3.0,14.0,55.0,31.0,32.0,193.0,1796.0,17.0,6.0,27.0,5.0,2.0,6.0,6.0,6.0,5.0,7.0,8.0,4.0,2.0,234.0,157.0,411.0,18.0,5.0,23.0,100.0,7.0,4.0,2.0,59.0,26.0,55.0,3518.0
